STCODE,FORMAT,FAMILY,GENUS,SPECIES,SSP,VARIETY,AUTHOR,AUTHOR2,COMMON,SYNONYMS,HABITAT,ZONE,ABUNDANCE,ACRONYM
SA002,1,"RHAMNACEAE","Ceanothus","sanguineus","","","Pursh","","Redstem Ceanothus, Oregon Tea-Tree","C. oreganus","Clearcuts to open woods.","TSHE",F,"CESA"
SA002,1,"RHAMNACEAE","Ceanothus","velutinus","","laevigatus","Dougl.","(Hook.) T. & G.","Mountain Balm, Sticky-Laurel, Grease-Wood, Tobacco-Brush","","Open woods and slopes; clearcuts.","upper TSHE to ABAM",O,"CEVE"
SA002,1,"RHAMNACEAE","Ceanothus","velutinus","","velutinus","Dougl.","","Mountain, Balm, Sticky-Laurel, Grease-Wood, Tobacco-Brush","","Open woods and slopes, clearcuts.","upper TSHE to ABAM",F,"CEVE"
SA002,1,"RHAMNACEAE","Rhamnus","purshiana","","","DC.","","Cascara, Chittam Bark","","Understorey tree of moist woods at low to middle elevations.","TSHE to lower ABAM",O,"RHPU"
SA002,1,"ROSACEAE","Amelanchier","alnifolia","","humptulipensis","Nutt.","(Jones) Hitchc.","Western Serviceberry","","Open woods and hillsides, lowland to subalpine.","TSHE to ABAM",F,"AMAL"
SA002,1,"ROSACEAE","Amelanchier","alnifolia","","semiintegrifolia","Nutt.","(Hook.) Hitchc.","Western Serviceberry","A. ephemerotricha, A. florida, A. gormani, A. oxyodon, A. parvifolia","Common variety; open woods to hillsides, lowland to subalpine.","upper TSHE to ABAM; TSME",F,"AMAL"
SA002,1,"ROSACEAE","Aruncus","sylvester","","","Kostel.","","Sylvan Goatsbeard","","Moist woods, especially along small streams.","TSHE to lower ABAM",F,"ARSY"
SA002,1,"ROSACEAE","Fragaria","vesca","","bracteata","L.","(Heller) Davis","Woods Strawberry","F. b. F. helleri, F. retrorsa","Meadow edges and stream banks to light woods.","TSHE to lower ABAM; TSME",F,"FRVE"
SA002,1,"ROSACEAE","Fragaria","virginiana","","platypetala","Duchesne","(Rydb.) Hall.","Broadpetal Strawberry","F. latiuscula, F. p., F. suksdorfii","Meadows and open woods to streambanks, lowland to lower mountains.","TSHE to lower ABAM",O,"FRVI"
SA002,1,"ROSACEAE","Geum","macrophyllum","","macrophyllum","Willd.","","Oregon or Large-leaved Avens","","Meadows, moist woods and streambanks; lowland to subalpine.","upper TSHE to ABAM; TSME",O,"GEMA"
SA002,1,"ROSACEAE","Holodiscus","discolor","","","(Pursh.) Maxim.","","Creambush Ocean Spray","Spiraea d.,S. ariaefolia","Moist to fairly dry woods and open slopes.","TSHE to lower ABAM",F,"HODI"
SA002,1,"ROSACEAE","Holodiscus","dumosus","","glabrescens","(Hook) Heller","(Greenm.) Hitchc.","Glandular Ocean Spray","H. g., Spiraea concolor","Dry hillsides to montane slopes.","upper TSHE to ABAM",,"HODU"
SA002,1,"ROSACEAE","Oemleria","cerasiformis","","","(H. & A.) Landon","","Indian Plum, Osoberry","Osmaronia c.","Stream banks and moist to rather dry woods.","TSHE to lower ABAM",F,"OECE"
SA002,1,"ROSACEAE","Potentilla","glandulosa","","glandulosa","Lindl.","","Sticky or Glandular Cinquefoil","P. albida, P. amplifolia, P. rhomboidea, P. valida, P. wrangelliana, Drymocallis oregana","Open woods and hillsides.","lower ABAM to TSME",O,"POGL"
SA002,1,"ROSACEAE","Potentilla","glandulosa","","nevadensis","Lindl.","Wats.","Sticky or Glandular Cinquefoil","P. ashlandica, P. g. var. pumila, drymocallis monticola","Open woods and hillsides.","lower ABAM on up",O,"POGL"
SA002,1,"ROSACEAE","Potentilla","gracilis","","gracilis","Dougl.","","Slender Cinquefoil","P. macropetala","Grasslands and moist areas up to subalpine meadows.","lower ABAM on up",I,"POGR"
SA002,1,"ROSACEAE","Potentilla","gracilis","","permollis","","(Rydb.) Hitchc.","Slender Cinquefoil","P. dascia, P. hallii, P. longipedunculata","Meadows and moist areas to subalpine meadows.","ABAM",,"POGR"
SA002,1,"ROSACEAE","Prunus","emarginata","","mollis","(Dougl.) Walp.","(Dougl.) Brew.","Bitter Cherry","P. m., P. prunifolia, Cerasus erecta","Understorey tree open woods, and clearants especially near ridges; low to middle elevations.","upper TSHE to ABAM",O,"PREM"
SA002,1,"ROSACEAE","Rosa","gymnocarpa","","","Nutt.","","Baldhip or Little Wild Rose","R. apiculata, R. dasypoda, R. helleri","Moist to dry woods, lowland to midmontane.","TSHE to mid ABAM; TSME",F,"ROGY"
SA002,1,"ROSACEAE","Rubus","discolor","","","Weihe & Nees","","Himalayan Blackberry","R. fruticosus, R. procerus","Introduced from the Old World; open, moist to fairly dry areas, especially along streams.","TSHE",I,"RUDI"
SA002,1,"ROSACEAE","Rubus","lasiococcus","","","Gray","","Dwarf Bramble","","Shady, moist to dry woods, montane to subalpine.","upper TSHE to ABAM; TSME",O,"RULA"
SA002,1,"ROSACEAE","Rubus","leucodermis","","","Dougl.","","Black Raspberry, Blackcap","","Open, often fairly dry areas, common in clearcuts; generally at lower elevations.","mid TSHE to lower ABAM",O,"RULE"
SA002,1,"ROSACEAE","Rubus","nivalis","","","Dougl.","","Snow Bramble or Dewberry","R. pacificus","Open to shaded and generally moist slopes in the mountains.","upper TSHE to lower ABAM",I,"RUNI"
SA002,1,"ROSACEAE","Rubus","parviflorus","","","Nutt.","","Thimbleberry","","Moist to dry, wooded to open areas, often along streambanks; lowland to subalpine.","TSHE to ABAM",F,"RUPA"
SA002,1,"ROSACEAE","Rubus","spectabilis","","","Pursh","","Salmonberry","","Moist woods to streambanks or swamps; lowland to midmontane.","TSHE to ABAM",F,"RUSP"
SA002,1,"ROSACEAE","Rubus","ursinus","","macropetalus","Cham. & Schlecht.","(Dougl.) Brown","Douglasberry, Pacific Blackberry, Dewberry","R. helleri, R. macropetalus, R. vitifolius","Burns and clearcuts to fairly dense woods; lowlands to midmontane.","TSHE to mid ABAM",F,"RUUR"
SA002,1,"ROSACEAE","Sanguisorba","occidentalis","","","Nutt.","","Annual Burnet","S. myriophylla","Grassy flats to lower mountains.","TSHE",I,"SAOC"
SA002,1,"ROSACEAE","Sorbus","sitchensis","","grayi","Roemer","(Wenzig) Hitchc.","Sitka Mountain-Ash","S. occidentalis, S. pumilus","Moist, open mountain slopes; 2000-10,000 ft. elevation.","upper TSHE to ABAM",F,"SOSI"
SA002,1,"ROSACEAE","Spiraea","douglasii","","douglasii","Hook.","","Douglas' Spiraea","","Swamps to damp meadows, lowland to subalpine.","TSHE to mid ABAM",O,"SPDO"
SA002,1,"SALICACEAE","Populus","trichocarpa","","","T. & G.","","Black Cottonwood","P. balsamifera var. californica, P. hastata","Along streams, or occasionally in moist areas away from water. Lower elevations.","TSHE",F,"POTR2"
SA002,1,"SALICACEAE","Salix","geyeriana","","geyeriana","Anderss.","","Geyer's Willow","S. macrocarpa var. argentea, S. g. var. a.","Foothills to high montane. Shrub of wet meadows and streambanks.","lower ABAM on up",O,"SAGE"
SA002,1,"SALICACEAE","Salix","lasiandra","","","Benth.","","Pacific or Red Willow","S. speciosa, S. lyallii","Shrub in small tree of lowland to midmontane streambanks.","TSHE",I,"SALA2"
SA002,1,"SALICACEAE","Salix","scouleriana","","","Barratt","","Scouler's Willow","S. flavescens, S. s. var. f., S. nuttallii, S. stagnalis, S.s. vars. coetana and thompsoni","Lowland to midmontane; dry uplands to swamps. Tall shrub on tree.","TSHE",F,"SASC"
SA002,1,"SALICACEAE","Salix","sitchensis","","","Sanson","","Sitka Willow","S. s. vars. congesta and denudata","Along streams; lowland to midmontane. Shrub in small tree.","TSHE to lower ABAM",,"SASI2"
SA002,1,"SANTALACEAE","Commandra","umbellata","","californica","(L.) Nutt.","(Eastw.) Hitchc.","Bastard Toad-flax","C. c.","Open areas, dry to moist, well-drained soil; lowland to subalpine. Parasitic on root of      gymnosperms and angiosperms.","TSHE to ABAM; TSME",O,"COUM"
SA002,1,"SAXIFRAGACEAE","Boykinia","elata","","","(Nutt.) Greene","","Slender, Santalucia or Coast Boykinia","B. occidentalis","Streambanks and moist woods, semi-open to shady.","TSHE to lower ABAM",O,"BOEL"
SA002,1,"SAXIFRAGACEAE","Boykinia","major","","major","Gray","","Mountain, greater, or Sierra Boykinia","","Semi-open meadows and streambanks.","upper TSHE to ABAM",O,"BOMA"
SA002,1,"SAXIFRAGACEAE","Heuchera","micrantha","","micrantha","Dougl.","","Small-Flowered Alumroot","H. glaberrima, H. lloydii, H. nuttallii","Shady, moist stream banks and rock crevices, lowland to subalpine.","mid TSHE to mid ABAM",O,"HEMI"
SA002,1,"SAXIFRAGACEAE","Lithophragma","parviflorum","","","(Hook.) Nutt.","","Smallflowered Fringecup, Prairiestar or Woodlandstar","Tellima p.","Moist, semi-open places in lower montane forests.","TSHE to lower ABAM",O,"LIPA"
SA002,1,"SAXIFRAGACEAE","Mitella","breweri","","","Gray","","Brewer's Mitrewort","","Moist mountain valleys and wooded slopes.","upper TSHE to ABAM",O,"MIBR"
SA002,1,"SAXIFRAGACEAE","Mitella","ovalis","","","Greene","","Oval-Leaved or Coastal Mitrewort","M. hallii","Deep, moist woods, creek bottoms and wet banks.","TSHE to ABAM, TSME",F,"MIOV"
SA002,1,"SAXIFRAGACEAE","Mitella","trifida","","","Grah.","","Three-Toothed or Pacific Mitrewort","M. micrantha, M. violacea, Ozomelis pacifica","Deep forests to montane slopes.","upper TSHE to ABAM",O,"MITR2"
SA002,1,"SAXIFRAGACEAE","Saxifraga","ferruginea","","macounii","Grah.","Engl. & Irmsch.","Rusty or Alaska Saxifrage","S. nootkana, S. nutkama","Moist cliffs and banks to stream borders.","ABAM",O,"SAFE"
SA002,1,"SAXIFRAGACEAE","Saxifraga","integrifolia","","integrifolia","Hook.","","Swamp saxifrage","S. aphanostyla, S. bidens, S. laevicarpa","Wet banks to subalpine meadows.","mostly ABAM",O,"SAIN"
SA002,1,"SAXIFRAGACEAE","Saxifraga","mertensiana","","","Bong.","","Mertens' Saxifrage","S. heterantha","Wet banks and along streams; lowland to high montane.","TSHE",I,"SAME3"
SA002,1,"SAXIFRAGACEAE","Saxifraga","occidentalis","","rufidula","Wats.","(Small) Hitchc.","Western or Redwool Saxifrage","S. klickitatensis, S. r.","Wet banks to moist meadows or cliffs.","TSHE to lower ABAM",O,"SAOC3"
SA002,1,"SAXIFRAGACEAE","Saxifraga","oregana","","oregana","Howell","","Bog or Oregon Saxifrage","","Bogs to wet meadows and stream banks.","ABAM, TSME",I,"SAOR"
SA002,1,"SAXIFRAGACEAE","Tellima","grandiflora","","","(Pursh) Dougl.","","Fringecup","Mitella g. Tiarella alternifolia, T. breviflora, T. odorata","Moist woods, stream banks, and lower mountain slopes.","TSHE to ABAM",F,"TEGR"
SA002,1,"SAXIFRAGACEAE","Tiarella","trifoliata","","trifoliata","L.","","Trefoil, Foamflower","T. stenopetala","Moist, semi-shady woods; lowland to ca. 3500 ft. elevation.","TSHE to lower ABAM",O,"TITR"
SA002,1,"SAXIFRAGACEAE","Tiarella","trifoliata","","unifoliata","L.","(Hook.) Kurtz.","Coolwort, Foamflower","","Moist, semi-shady woods; mostly above 2000 ft. elevation.","TSHE to ABAM; TSME",F,"TITR"
SA002,1,"SAXIFRAGACEAE","Tolmiea","menziesii","","","(Pursh) T. & G.","","Youth-On-Age, Pig-a-Back-Plant, Thousand Mothers","Heuchera m., Tiarella m.","Moist woods, especially near streams.","TSHE to lower ABAM",F,"TOME"
SA002,1,"SCROPHULARIACEAE","Castilleja","hispida","","hispida","Benth.","","Harsh Paintbrush","","Grassy slopes and forest openings up to 6000(8000) ft. elevation.","TSHE to ABAM",F,"CAHI2"
SA002,1,"SCROPHULARIACEAE","Castilleja","miniata","","miniata","Dougl.","","Scarlet or Common Paintbrush","","Sandy or loam soil, meadows, thickets, or openings in  coniferous forest, low to mid elevation.","upper TSHE to ABAM; TSME",O,"CAMI2"
SA002,1,"SCROPHULARIACEAE","Castilleja","parviflora","","oreopola","Bong.","(Greenm) Ownbey","Magenta Paintbrush","","Open meadows and openings in the forest at higher elevations.","upper TSHE to ABAM",O,"CAPA3"
SA002,1,"SCROPHULARIACEAE","Collinsia","grandiflora","","","Lindl.","","Large-Flowered Blue-eyed Mary","C. diehlii","Open most to rather dry places at lower and middle elevations.","to upper TSHE and lower ABAM",O,"COGR"
SA002,1,"SCROPHULARIACEAE","Collinsia","parviflora","","","Lindl.","","Small-Flowered Blue-eyed Mary","","Favouring vernally mesic habitats, low to rather high elevations.","TSHE to lower ABAM",O,"COPA"
SA002,1,"SCROPHULARIACEAE","Digitalis","purpurea","","","L.","","Foxglove","","Introduced Eurasian species of disturbed sites and roadsides.","lower TSHE",I,"DIPU"
SA002,1,"SCROPHULARIACEAE","Linaria","vulgaris","","","Hill","","Better and Eggs","","Introduced Eurasian species of disturbed areas and roadsides.","TSHE",I,"LIVU2"
SA002,1,"SCROPHULARIACEAE","Mimulus","alsinoides","","","Dougl.","","Chickweed Monkey Flower","","Moist, places, especially moss mats on cliffs and rock faces.","TSHE",I,"MIAL"
SA002,1,"SCROPHULARIACEAE","Mimulus","breweri","","","(Greene) Rydb.","","Brewer's Monkey Flower","","Open slopes and meadows at middle elevations.","mainly middle to upper TSHE",O,"MIBR2"
SA002,1,"SCROPHULARIACEAE","Mimulus","guttatus","","guttatus","DC.","","Yellow Monkey Flower","","Moist, open places, often along streams; low to middle elevations.","TSHE to lower ABAM; TSME",F,"MIGU"
SA002,1,"SCROPHULARIACEAE","Mimulus","moschatus","","moschatus","Dougl.","","Musk Flower, Musk Plant","M. m. var. longiflorus","Wet places, bogs and along streams.","to upper TSHE and lower ABAM",O,"MIMO"
SA002,1,"SCROPHULARIACEAE","Nothochelone","nemorosa","","","(Dougl.) Straw","","Woodland Beard-Tongue","Penstemon n.","Woods and moist, open, rocky slopes.","to upper TSHE and lower ABAM",O,"NONE"
SA002,1,"SCROPHULARIACEAE","Orthocarpus","imbricatus","","","Torr.","","Mountain Owl Clover","","Dry meadows and open slopes in the mountains.","generally ABAM",O,"ORIM"
SA002,1,"SCROPHULARIACEAE","Pedicularis","bracteosa","","flavida","Benth.","(Pennell) Cronq.","Bracted Lousewort","P. f.","Moist meadows, thickets and opening of the forest; middle to upper elevations.","upper TSHE to ABAM; TSME",O,"PEBR"
SA002,1,"SCROPHULARIACEAE","Pedicularis","contorta","","contorta","Benth.","","White Coiled-beak Lousewort","","Wooded or open slopes and drier meadows at middle and upper elevations in the mountains.","upper TSHE",I,"PECO2"
SA002,1,"SCROPHULARIACEAE","Pedicularis","racemosa","","racemosa","Dougl.","","Leafy or Sickletop Lousewort","","Open coniferous forests; middle to upper elevations in the mountains.","upper TSHe to ABAM; TSME",O,"PERA"
SA002,1,"SCROPHULARIACEAE","Penstemon","cardwellii","","","Howell","","Cardwell's Penstemon","","Dry, wooded slopes; middle and upper elevations.","upper TSHE to ABAM; TSME",O,"PECA3"
SA002,1,"SCROPHULARIACEAE","Penstemon","procerus","","brachyanthus","Dougl.","(Pennel) Cronq.","Tiny-bloom or Small-flowered Penstemon","P. b.","Meadow borders or other open places, or lightly wooded slopes, dry to moist.","upper TSHE to ABAM",F,"PEPR"
SA002,1,"SCROPHULARIACEAE","Penstemon","rupicola","","","(Piper) Howell","","Cliff or Rock Penstemon","","Rock cliffs and faces.","mainly ABAM; TSME",O,"PERU"
SA002,1,"SCROPHULARIACEAE","Penstemon","serrulatus","","","Menzies","","Coast or Cascade Penstemon","","Moist to wet places, up to 6000 ft. elevation","TSHE (ABAM)",O,"PESE"
SA002,1,"SCROPHULARIACEAE","Synthyris","reniformis","","","(Dougl.) Benth.","","Snow Queen, Round-leaved Synthyris","","Semi-shady places in the woods; generally at lower elevations.","to upper TSHE",F,"SYRE"
SA002,1,"SCROPHULARIACEAE","Verbascum","thapsus","","","L.","","Common or Flannel Mullein","","Introduced species of open, gravelly roadsides and disturbed areas","lower TSHE",I,"VETH"
SA002,1,"SCROPHULARIACEAE","Veronica","americana","","","Schewein.","","American Brooklime","","Stream sides and swamps, and other wet places, introduced from Eurasia.","TSHE to lower ABAM",O,"VEAM"
SA002,1,"SCROPHULARIACEAE","Veronica","arvensis","","","L.","","Wall or Common Speedwell","","Introduced Eurasian species, generally of good soil in fields and gardens.","TSHE",I,"VEAR"
SA002,1,"SCROPHULARIACEAE","Veronica","scutellata","","","L.","","Marsh, Grass-leaved or Skullcap Speedwell","","Marshes, ditches and other wet places.","TSHE",I,"VESC"
SA002,1,"SCROPHULARIACEAE","Veronica","serpyllifolia","","serpyllifolia","L.","","Thyme-Leaved Speedwell","","Introduced European Variety, open, moist, generally deeper soils.","TSHE to lower ABAM",O,"VESE"
SA002,1,"SELAGINELLACEAE","Selaginella","densa","","densa","Rydb.","","Compact Selaginella","S. rupestris var. d.","Exposed, often rocky sites.","lower ABAM on up",O,"SEDE3"
SA002,1,"SELAGINELLACEAE","Selaginella","wallacei","","","Hieron","","Wallace's Selaginella","S. rupestris f. or var. w., S. montanensis, S. r. var. columbiana, S. w. f. c.","Exposed, rocky sites; lowland to midmontane.","TSHE to ABAM",F,"SEWA2"
SA002,1,"SPARGANIACEAE","Sparganium","emersum","","emersum","Rehmann","","Simplestem Bur-reed","S. simplex","Emergent in shallow ponds and marshes.","TSHE",I,"SPEM"
SA002,1,"TAXACEAE","Taxus","brevifolia","","","Nutt.","","Western or Pacific Yew","T. baccata var. b.","Moist, shady forest, especially along streams; an understory tree.","to upper TSHE",O,"TABR"
SA002,1,"TYPHACEAE","Typha","latifolia","","","L.","","Commom Cat-Tail","","Growing in shallow, standing or slow-moving water, especially in roadside ditches and ponds.","TSHE",I,"TYLA"
SA002,1,"UMBELLIFERAE","Angelica","arguta","","","Nutt.","","Lyall's or Sharptooth Angelica","A. lyallii, A. piperi","Wet places; foothills and valleys to midmontane.","TSHE to ABAM; TSME",O,"ANAR2"
SA002,1,"UMBELLIFERAE","Cicuta","douglasii","","","(DC.) Coult. & Rose","","Douglas' or Western Water-Hemlock","","Marshes, ditches, and wet low places; lowland to montane.","TSHE",I,"CIDO"
SA002,1,"UMBELLIFERAE","Daucus","carota","","","L.","","Wild Carrot, Queen Anne's Lace","","Introduced Eurasian species; in roadsides and disturbed sites in moist, open places.","TSHE",I,"DACA4"
SA002,1,"UMBELLIFERAE","Heracleum","lanatum","","","Michx.","","Cow Parsley or Parsnip","Pastinaca l., H. douglasii","Stream banks or other moist ground; lowland to midmontane.","to lower ABAM",F,"HELA"
SA002,1,"UMBELLIFERAE","Ligusticum","grayi","","","Coult. & Rose","","Gray's Lovage","Pimpinella apiodora var. nudicaulis, L. caeruleomontanum, L. cusickii, L. purpureum, L. tenuifolium var. dissimilis","Moist to dry, open or wooded montane slopes and meadows.","mid TSHE to ABAM; TSME",O,"LIGR"
SA002,1,"UMBELLIFERAE","Lomatium","hallii","","","(Wats.) Coult. & Rose","","Hall's Lomatium or Desert Parsley","","Rocky crevices and bluffs in valleys and foothills.","TSHE",I,"LOHA"
SA002,1,"UMBELLIFERAE","Lomatium","martindalei","","martindalei","Coult. & Rose","","Martindale's or Few-Fruited Lomatium","","Open, rocky slopes to dry meadows; montane to subalpine.","mid TSHE to ABAM; TSME",F,"LOMA2"
SA002,1,"UMBELLIFERAE","Lomatium","nudicaule","","","(Pursh) Coult. & Rose","","Barestem Lomatium, Pestly Parsnip","L. platyphyllum","Dry, open to sparsely wooded places; lowland to mid-montane.","mainly upper TSHE",I,"LONU"
SA002,1,"UMBELLIFERAE","Lomatium","utriculatum","","","(Nutt.) Coult. & Rose","","Pomo-Celery or Common Lomatium, Fine-Leaved Desert-Parsley","","Meadows and open, often rocky places.","TSHE",I,"LOUT"
SA002,1,"UMBELLIFERAE","Oenanthe","sarmentosa","","","Presl.","","Pacific or American Water Parsley or Oenanthe","","Low wet places.","TSHE",I,"OESA"
SA002,1,"UMBELLIFERAE","Orogenia","fusiformis","","","Wats.","","California Orogenia","","Open places; valleys to lower montane.","upper TSHE to lower ABAM",O,"ORFU"
SA002,1,"UMBELLIFERAE","Osmorhiza","chilensis","","","H. & A.","","Mountain Sweet-Root or Sweet-Cicely","Washingtonia divaricata, O. nuda var. d., O. n., W. intermedia","Semi-shady to open woodlands; lowland to midmontane.","TSHE to lower ABAM, TSME",F,"OSCH"
SA002,1,"UMBELLIFERAE","Osmorhiza","occidentalis","","","(Nutt.) Torr.","","Western Sweet-Root of Sweet-Cicely","Glycosma o., G. ambiguum, O. a.","Thickets and open places; lowland to midmontane.","TSHE to lower ABAM",F,"OSOC"
SA002,1,"UMBELLIFERAE","Osmorhiza","purpurea","","","(Coult. & Rose) Suksd.","","Purple Sweet-Root or Sweet-Cicely","Washingtonia leibergii, O. l.","Mainly in moist mountain meadows and open woods.","upper TSHE to ABAM",F,"OSPU"
SA002,1,"UMBELLIFERAE","Perideridia","gairdneri","","","(H. & A.) Math.","","Gairdner's Yampah","Carum g., C. montanum, Atenia m.","Open woods and dry to wet meadows; lowland to midmontane.","upper TSHE to ABAM",O,"PEGA2"
SA002,1,"UMBELLIFERAE","Sanicula","graveolens","","","Poepp.","","Sierra Sanicle","S. septentrionalis, S. nevadensis var. s., S. g. var. s., S. apiifolia","Generally open slopes and flats; lowland to midmontane.","mid TSHE to ABAM",O,"SAGR"
SA002,1,"VALERIANACEAE","Plectritis","congesta","","","(Lindl.) DC.","","Rosy Plectritis","P. anomala, P. aphanoptera, P. gibbosa, P. major, P. samolifolia","Vernally moist, open places at lower elevations.","TSHE",I,"PLCO"
SA002,1,"VALERIANACEAE","Valeriana","scouleri","","","Rydb.","","Scouler's Valerian","V. sitchensis var. s.","Moist or wet places up to 4000 ft. elevation.","TSHE to mid ABAM",O,"VASC2"
SA002,1,"VALERIANACEAE","Valeriana","sitchensis","","","Bong.","","Mountain Heliotrope, Sitka Valerian","","Moist meadows and open woods at middle and upper elevations in the mountains.","mainly ABAM",O,"VASI"
SA002,1,"VIOLACEAE","Viola","glabella","","","Nutt.","","Stream or Pioneer Violet","","Moist woods or stream edges.","TSHE to lower ABAM",F,"VIGL"
SA002,1,"VIOLACEAE","Viola","macloskeyi","","macloskeyi","Lloyd","","Small White Violet","","Boggy or wet ground in the mountains.","ABAM, TSME",O,"VIMA"
SA002,1,"VIOLACEAE","Viola","nuttallii","","bakeri","Pursh.","(Greene) Hitchc.","Baker's Violet","V. b.","Open ground in the mountains.","ABAM",O,"VINU"
SA002,1,"VIOLACEAE","Viola","orbiculata","","","Geyer","","Round-Leaved or Darkwoods Violet","V. sempervirens var. o., S. s. var. obiculoides","Shady forests; montane to alpine.","ABAM, TSME",O,"VIOR2"
SA002,1,"VIOLACEAE","Viola","palustris","","","L.","","Marsh Violet","V. p. var. brevipes, pure white-fld form","Moist meadows and stream banks.","TSHE to lower ABAM",O,"VIPA2"
SA002,1,"VIOLACEAE","Viola","sempervirens","","","Greene","","Redwoods or Evergreen Violet","","Mostly in moist, often shady woods; lowland to lower montane.","TSHE to lower ABAM",F,"VISE"
